Y,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,output_predicted
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,e
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,e
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,e
e,x,y,w,f,n,f,c,n,u,e,m,s,f,w,w,p,w,o,f,h,v,d,e
e,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,e
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
e,f,s,e,t,n,f,c,b,e,e,m,s,s,w,w,p,w,t,e,w,c,w,e
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
p,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
p,x,y,n,f,y,f,c,n,b,t,m,k,k,p,p,p,w,o,e,w,v,l,p
p,k,s,n,f,y,f,c,n,b,t,m,s,s,w,p,p,w,o,e,w,v,l,p
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
e,f,s,n,t,n,f,c,b,w,e,m,s,s,e,e,p,w,t,e,w,c,w,e
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
e,k,s,g,f,n,f,w,b,w,e,m,k,s,w,w,p,w,t,p,w,s,g,e
p,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,p
p,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
p,f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,p
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,p
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
e,b,f,g,f,n,f,w,b,w,e,m,k,s,w,w,p,w,t,p,w,n,g,e
p,f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,p
p,x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,p
p,x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,p
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,p
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,p
e,x,f,w,f,n,f,w,b,w,e,m,s,s,w,w,p,w,t,p,w,n,g,e
e,x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
p,k,y,n,f,s,f,c,n,b,t,m,s,k,p,w,p,w,o,e,w,v,d,p
p,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p
p,k,s,n,f,s,f,c,n,b,t,m,k,k,p,w,p,w,o,e,w,v,d,p
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,e
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,p
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
p,x,y,n,f,f,f,c,n,b,t,m,s,k,w,p,p,w,o,e,w,v,d,p
p,b,y,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,p
e,x,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e
e,x,s,w,f,n,f,w,b,w,e,m,s,k,w,w,p,w,t,p,w,s,g,e
p,f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,p
e,x,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,e
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
e,b,f,g,f,n,f,w,b,w,e,m,k,k,w,w,p,w,t,p,w,n,g,e
p,x,s,n,f,y,f,c,n,b,t,m,s,s,p,w,p,w,o,e,w,v,l,p
e,x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
p,x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,p
p,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
p,x,s,n,f,f,f,c,n,b,t,m,s,s,w,p,p,w,o,e,w,v,p,p
e,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
e,x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,p
p,k,y,e,f,f,f,c,n,b,t,m,k,s,p,w,p,w,o,e,w,v,l,p
p,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e
e,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
p,f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,p
p,f,s,n,f,f,f,c,n,b,t,m,s,s,w,w,p,w,o,e,w,v,p,p
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,e
p,x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p
p,x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,p
e,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,e
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
e,k,s,n,t,n,f,c,b,w,e,m,s,s,e,e,p,w,t,e,w,c,w,e
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
e,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
p,f,y,e,f,y,f,c,n,b,t,m,k,k,p,w,p,w,o,e,w,v,p,p
e,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,p
e,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,e
e,f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e
p,k,s,e,f,y,f,c,n,b,t,m,s,s,w,p,p,w,o,e,w,v,l,p
e,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
p,x,s,n,f,y,f,c,n,b,t,m,s,s,w,w,p,w,o,e,w,v,p,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p
p,x,y,n,f,s,f,c,n,b,t,m,s,k,p,p,p,w,o,e,w,v,p,p
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
e,f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
e,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,e
p,x,y,n,f,s,f,c,n,b,t,m,s,s,w,w,p,w,o,e,w,v,d,p
p,f,y,n,f,s,f,c,n,b,t,m,k,s,w,w,p,w,o,e,w,v,p,p
p,f,y,e,f,y,f,c,n,b,t,m,s,s,w,p,p,w,o,e,w,v,d,p
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,e
e,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,e
e,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e
e,x,s,n,t,n,f,c,b,w,e,m,s,s,w,w,p,w,t,e,w,c,w,e
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,p
e,f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,p
p,x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p
p,x,y,e,f,f,f,c,n,b,t,m,k,s,p,p,p,w,o,e,w,v,l,p
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
e,b,s,n,f,n,a,c,b,y,e,m,s,s,o,o,p,o,o,p,n,c,l,e
p,f,s,n,f,f,f,c,n,b,t,m,s,k,w,p,p,w,o,e,w,v,p,p
p,f,y,n,f,f,f,c,n,b,t,m,k,s,w,w,p,w,o,e,w,v,l,p
p,f,y,n,f,f,f,c,n,b,t,m,s,k,p,p,p,w,o,e,w,v,p,p
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,p
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
p,f,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
e,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
e,x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
e,x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
e,x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
e,k,s,w,f,n,f,w,b,w,e,m,s,s,w,w,p,w,t,p,w,s,g,e
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,p
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
p,b,y,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
p,x,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,p
e,x,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
e,k,f,g,f,n,f,w,b,g,e,m,s,k,w,w,p,w,t,p,w,s,g,e
e,x,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,p
e,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
p,f,s,e,f,y,f,c,n,b,t,m,k,k,w,p,p,w,o,e,w,v,l,p
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
e,f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,p
p,k,s,n,f,y,f,c,n,b,t,m,k,k,w,p,p,w,o,e,w,v,l,p
e,f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,e
e,k,s,n,f,n,a,c,b,o,e,m,s,s,o,o,p,n,o,p,n,v,l,e
e,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
e,f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
e,f,y,p,t,n,f,c,b,w,e,m,s,s,e,w,p,w,t,e,w,c,w,e
e,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
p,f,s,e,f,f,f,c,n,b,t,m,k,k,w,p,p,w,o,e,w,v,p,p
e,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
e,x,f,w,f,n,f,w,b,w,e,m,k,k,w,w,p,w,t,p,w,n,g,e
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
e,x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
p,f,y,e,f,s,f,c,n,b,t,m,k,k,p,p,p,w,o,e,w,v,l,p
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p
p,b,y,n,f,n,f,c,n,w,e,m,k,y,w,n,p,w,o,e,w,v,d,e
e,x,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
e,x,y,r,f,n,f,c,n,p,e,m,s,f,w,w,p,w,o,f,h,v,d,e
e,x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,p
p,x,s,e,f,f,f,c,n,b,t,m,k,s,w,p,p,w,o,e,w,v,l,p
p,x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,p
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
e,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
e,f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
e,f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,p
p,x,y,n,f,s,f,c,n,b,t,m,k,s,w,p,p,w,o,e,w,v,l,p
p,f,y,e,f,s,f,c,n,b,t,m,k,s,p,p,p,w,o,e,w,v,l,p
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
p,f,y,n,f,s,f,c,n,b,t,m,s,s,w,p,p,w,o,e,w,v,p,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,p
p,f,s,e,f,f,f,c,n,b,t,m,k,k,p,p,p,w,o,e,w,v,l,p
e,f,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
e,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e
e,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,e
p,f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
e,f,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
e,f,s,n,f,n,a,c,b,n,e,m,s,s,o,o,p,o,o,p,n,c,l,e
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
p,f,y,n,f,s,f,c,n,b,t,m,s,k,p,w,p,w,o,e,w,v,p,p
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
p,f,s,n,f,f,f,c,n,b,t,m,s,s,p,p,p,w,o,e,w,v,p,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
e,f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
e,b,s,g,f,n,f,w,b,p,e,m,s,k,w,w,p,w,t,p,w,n,g,e
p,k,y,e,f,y,f,c,n,b,t,m,k,s,p,w,p,w,o,e,w,v,p,p
p,x,s,e,f,y,f,c,n,b,t,m,s,s,p,p,p,w,o,e,w,v,p,p
e,x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,e
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
p,x,s,n,f,f,f,c,n,b,t,m,s,s,w,w,p,w,o,e,w,v,d,p
p,f,y,n,f,s,f,c,n,b,t,m,k,s,w,w,p,w,o,e,w,v,l,p
p,k,y,e,f,s,f,c,n,b,t,m,s,k,p,w,p,w,o,e,w,v,l,p
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,p
e,x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
e,x,y,p,t,n,f,c,b,w,e,m,s,s,w,e,p,w,t,e,w,c,w,e
p,f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,p
p,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
e,k,s,g,f,n,f,w,b,g,e,m,s,k,w,w,p,w,t,p,w,s,g,e
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,e
p,k,y,e,f,s,f,c,n,b,t,m,s,s,p,p,p,w,o,e,w,v,d,p
e,x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,p
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
p,f,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u,p
p,k,y,e,f,s,f,c,n,b,t,m,k,s,p,w,p,w,o,e,w,v,p,p
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p
e,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
e,x,s,w,f,n,f,w,b,p,e,m,k,k,w,w,p,w,t,p,w,n,g,e
e,f,y,n,t,n,f,c,b,e,e,m,s,s,e,e,p,w,t,e,w,c,w,e
p,f,y,e,f,f,f,c,n,b,t,m,k,s,w,w,p,w,o,e,w,v,p,p
p,f,y,n,f,s,f,c,n,b,t,m,s,s,w,w,p,w,o,e,w,v,p,p
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
p,x,s,n,f,f,f,c,n,b,t,m,s,k,w,w,p,w,o,e,w,v,l,p
p,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,p
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,e
p,x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p
e,x,s,b,t,n,f,c,b,e,e,m,s,s,e,w,p,w,t,e,w,c,w,e
e,x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
p,x,s,n,f,f,f,c,n,b,t,m,k,k,p,w,p,w,o,e,w,v,l,p
e,f,y,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,p
p,f,y,n,f,f,f,c,n,b,t,m,s,s,p,p,p,w,o,e,w,v,d,p
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
e,f,y,w,f,n,f,c,n,u,e,m,s,f,w,w,p,w,o,f,h,y,d,e
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p
p,f,s,n,f,s,f,c,n,b,t,m,s,k,p,p,p,w,o,e,w,v,l,p
e,k,s,w,f,n,f,w,b,g,e,m,s,s,w,w,p,w,t,p,w,n,g,e
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e
p,f,s,n,f,y,f,c,n,b,t,m,s,k,p,w,p,w,o,e,w,v,l,p
e,b,f,g,f,n,f,w,b,w,e,m,s,k,w,w,p,w,t,p,w,n,g,e
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p
e,b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
e,f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
p,f,y,n,f,f,f,c,n,b,t,m,s,s,p,p,p,w,o,e,w,v,l,p
e,x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
p,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,p
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
e,f,s,p,t,n,f,c,b,w,e,m,s,s,w,e,p,w,t,e,w,c,w,e
p,k,y,n,f,y,f,c,n,b,t,m,k,s,p,p,p,w,o,e,w,v,d,p
e,x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,e
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
p,f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
e,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,e
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,e
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p
e,b,s,n,f,n,a,c,b,o,e,m,s,s,o,o,p,o,o,p,y,c,l,e
p,k,y,e,f,y,f,c,n,b,t,m,k,k,p,w,p,w,o,e,w,v,l,p
p,f,s,e,f,f,f,c,n,b,t,m,k,k,w,w,p,w,o,e,w,v,p,p
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
p,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p
p,f,y,n,f,y,f,c,n,b,t,m,s,s,p,p,p,w,o,e,w,v,l,p
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,p
p,x,s,n,f,y,f,c,n,b,t,m,s,k,p,p,p,w,o,e,w,v,l,p
p,f,s,e,f,s,f,c,n,b,t,m,s,k,p,p,p,w,o,e,w,v,l,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,p
e,f,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
p,x,s,n,f,y,f,c,n,b,t,m,s,s,w,p,p,w,o,e,w,v,l,p
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
p,x,s,n,f,f,f,c,n,b,t,m,k,s,w,w,p,w,o,e,w,v,p,p
p,x,y,e,f,s,f,c,n,b,t,m,s,s,w,p,p,w,o,e,w,v,p,p
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
e,f,s,n,f,n,a,c,b,n,e,m,s,s,o,o,p,o,o,p,o,v,l,e
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,p
p,k,s,e,f,s,f,c,n,b,t,m,s,k,w,p,p,w,o,e,w,v,d,p
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
p,x,s,n,f,f,f,c,n,b,t,m,k,k,w,w,p,w,o,e,w,v,d,p
e,x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
e,k,s,w,f,n,f,w,b,g,e,m,s,k,w,w,p,w,t,p,w,n,g,e
p,f,y,e,f,f,f,c,n,b,t,m,k,k,p,w,p,w,o,e,w,v,p,p
p,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p
e,x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,p
